,step,entity,name,id,model,dataset,subset,initial_model,project,exit_condition,metric,seed,dev,test,range_from,range_to
156,5,szegedai-semantics,vocal-puddle-237,vw6atc75,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,4,0.494,0.44,0,1
157,6,szegedai-semantics,vocal-puddle-237,vw6atc75,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,4,0.381,0.342,3,4
158,7,szegedai-semantics,vocal-puddle-237,vw6atc75,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,4,0.266,0.279,0,1
159,8,szegedai-semantics,vocal-puddle-237,vw6atc75,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,4,0.245,0.246,3,4
160,9,szegedai-semantics,vocal-puddle-237,vw6atc75,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,4,0.124,0.127,1,2
161,10,szegedai-semantics,vocal-puddle-237,vw6atc75,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,4,0.006,0.006,0,1
162,0,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.73,0.721,0,1
163,1,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.82,0.807,8,9
164,2,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.833,0.819,5,6
165,3,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.808,0.79,12,13
166,4,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.745,0.734,7,8
167,5,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.761,0.753,7,8
168,6,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.79,0.776,15,16
169,7,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.814,0.795,10,11
170,8,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.839,0.82,14,15
171,9,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.833,0.816,2,3
172,10,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.83,0.811,10,11
173,11,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.831,0.811,8,9
174,12,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.801,0.781,4,5
175,13,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.772,0.758,9,10
176,14,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.786,0.77,2,3
177,15,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.79,0.775,3,4
178,16,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.779,0.764,6,7
179,17,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.778,0.76,5,6
180,18,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.764,0.746,1,2
181,19,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.73,0.715,2,3
182,20,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.737,0.727,2,3
183,21,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.752,0.732,1,2
184,22,szegedai-semantics,stellar-darkness-236,e3g4flu8,bert-large-uncased,conll2003,pos,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.794,0.778,1,2
185,0,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.661,0.589,17,18
186,1,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.686,0.584,4,5
187,2,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.665,0.589,19,20
188,3,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.666,0.574,20,21
189,4,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.671,0.554,7,8
190,5,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.677,0.594,1,2
191,6,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.68,0.544,17,18
192,7,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.661,0.574,13,14
193,8,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.655,0.574,12,13
194,9,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.65,0.549,14,15
195,10,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.649,0.549,2,3
196,11,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.634,0.569,12,13
197,12,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.597,0.509,5,6
198,13,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.545,0.488,2,3
199,14,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.499,0.435,2,3
200,15,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.43,0.387,0,1
201,16,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.419,0.392,0,1
202,17,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.395,0.339,6,7
203,18,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.214,0.238,3,4
204,19,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.133,0.179,3,4
205,20,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.18,0.107,2,3
206,21,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.13,0.088,1,2
207,22,szegedai-semantics,still-fog-235,2yblz9ft,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.108,0.087,0,1
208,0,szegedai-semantics,silvery-fog-234,acn2hfru,distilbert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.506,0.505,5,6
209,1,szegedai-semantics,silvery-fog-234,acn2hfru,distilbert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.402,0.368,4,5
210,2,szegedai-semantics,silvery-fog-234,acn2hfru,distilbert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.267,0.279,3,4
211,3,szegedai-semantics,silvery-fog-234,acn2hfru,distilbert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.177,0.128,0,1
212,4,szegedai-semantics,silvery-fog-234,acn2hfru,distilbert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.0,0.0,1,2
213,0,szegedai-semantics,gallant-snow-233,ie4bzfto,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.665,0.569,9,10
214,1,szegedai-semantics,gallant-snow-233,ie4bzfto,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.614,0.555,5,6
215,2,szegedai-semantics,gallant-snow-233,ie4bzfto,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.608,0.545,9,10
216,3,szegedai-semantics,gallant-snow-233,ie4bzfto,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.577,0.524,7,8
217,4,szegedai-semantics,gallant-snow-233,ie4bzfto,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.533,0.514,5,6
218,5,szegedai-semantics,gallant-snow-233,ie4bzfto,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.488,0.446,4,5
219,6,szegedai-semantics,gallant-snow-233,ie4bzfto,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.459,0.407,4,5
220,7,szegedai-semantics,gallant-snow-233,ie4bzfto,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.357,0.362,4,5
221,8,szegedai-semantics,gallant-snow-233,ie4bzfto,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.263,0.263,3,4
222,9,szegedai-semantics,gallant-snow-233,ie4bzfto,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.103,0.012,0,1
223,10,szegedai-semantics,gallant-snow-233,ie4bzfto,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.028,-0.043,0,1
224,0,szegedai-semantics,wise-plasma-232,ppvkkpo0,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.63,0.554,10,11
225,1,szegedai-semantics,wise-plasma-232,ppvkkpo0,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.604,0.539,10,11
226,2,szegedai-semantics,wise-plasma-232,ppvkkpo0,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.603,0.544,9,10
227,3,szegedai-semantics,wise-plasma-232,ppvkkpo0,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.569,0.519,2,3
228,4,szegedai-semantics,wise-plasma-232,ppvkkpo0,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.526,0.493,1,2
229,5,szegedai-semantics,wise-plasma-232,ppvkkpo0,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.454,0.429,0,1
230,6,szegedai-semantics,wise-plasma-232,ppvkkpo0,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.379,0.355,5,6
231,7,szegedai-semantics,wise-plasma-232,ppvkkpo0,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.298,0.275,1,2
232,8,szegedai-semantics,wise-plasma-232,ppvkkpo0,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.214,0.16,3,4
233,9,szegedai-semantics,wise-plasma-232,ppvkkpo0,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.132,0.067,2,3
234,10,szegedai-semantics,wise-plasma-232,ppvkkpo0,bert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,3,0.039,0.002,0,1
235,0,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.668,0.618,4,5
236,1,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.675,0.615,7,8
237,2,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.695,0.579,11,12
238,3,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.675,0.554,19,20
239,4,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.68,0.565,17,18
240,5,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.69,0.581,7,8
241,6,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.64,0.524,16,17
242,7,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.651,0.52,1,2
243,8,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.618,0.529,14,15
244,9,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.598,0.524,13,14
245,10,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.603,0.499,3,4
246,11,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.582,0.519,12,13
247,12,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.56,0.509,1,2
248,13,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.533,0.478,3,4
249,14,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.488,0.407,9,10
250,15,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.431,0.408,7,8
251,16,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.398,0.319,6,7
252,17,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.311,0.264,1,2
253,18,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.216,0.193,3,4
254,19,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.183,0.154,4,5
255,20,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.18,0.138,1,2
256,21,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.116,0.094,2,3
257,22,szegedai-semantics,polished-oath-231,b777ye7p,bert-large-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.071,0.109,0,1
258,0,szegedai-semantics,brisk-silence-230,kmg8qyex,distilbert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.52,0.464,5,6
259,1,szegedai-semantics,brisk-silence-230,kmg8qyex,distilbert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.471,0.349,1,2
260,2,szegedai-semantics,brisk-silence-230,kmg8qyex,distilbert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.332,0.262,1,2
261,3,szegedai-semantics,brisk-silence-230,kmg8qyex,distilbert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.184,0.167,2,3
262,4,szegedai-semantics,brisk-silence-230,kmg8qyex,distilbert-base-uncased,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.006,0.006,0,1
263,0,szegedai-semantics,likely-vortex-229,1j0i2k5s,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.675,0.579,6,7
264,1,szegedai-semantics,likely-vortex-229,1j0i2k5s,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.651,0.555,5,6
265,2,szegedai-semantics,likely-vortex-229,1j0i2k5s,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.635,0.524,3,4
266,3,szegedai-semantics,likely-vortex-229,1j0i2k5s,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.655,0.579,8,9
267,4,szegedai-semantics,likely-vortex-229,1j0i2k5s,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.588,0.545,5,6
268,5,szegedai-semantics,likely-vortex-229,1j0i2k5s,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.539,0.556,6,7
269,6,szegedai-semantics,likely-vortex-229,1j0i2k5s,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.459,0.431,5,6
270,7,szegedai-semantics,likely-vortex-229,1j0i2k5s,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.366,0.385,4,5
271,8,szegedai-semantics,likely-vortex-229,1j0i2k5s,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.24,0.263,3,4
272,9,szegedai-semantics,likely-vortex-229,1j0i2k5s,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.104,-0.004,1,2
273,10,szegedai-semantics,likely-vortex-229,1j0i2k5s,roberta-base,glue,cola,pre-trained,greedy-layer-pruning,pre-trained,matthews_correlation,2,0.028,-0.043,0,1
274,0,szegedai-semantics,dainty-galaxy-228,lggj9sfg,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.804,0.806,7,8
275,1,szegedai-semantics,dainty-galaxy-228,lggj9sfg,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.757,0.747,13,14
276,2,szegedai-semantics,dainty-galaxy-228,lggj9sfg,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.796,0.782,9,10
277,3,szegedai-semantics,dainty-galaxy-228,lggj9sfg,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.841,0.837,4,5
278,4,szegedai-semantics,dainty-galaxy-228,lggj9sfg,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.855,0.852,10,11
279,5,szegedai-semantics,dainty-galaxy-228,lggj9sfg,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.831,0.815,6,7
280,6,szegedai-semantics,dainty-galaxy-228,lggj9sfg,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.882,0.866,6,7
281,7,szegedai-semantics,dainty-galaxy-228,lggj9sfg,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.897,0.882,15,16
282,8,szegedai-semantics,dainty-galaxy-228,lggj9sfg,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.912,0.887,7,8
283,9,szegedai-semantics,dainty-galaxy-228,lggj9sfg,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.922,0.893,11,12
284,10,szegedai-semantics,dainty-galaxy-228,lggj9sfg,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.921,0.89,13,14
285,11,szegedai-semantics,dainty-galaxy-228,lggj9sfg,bert-large-uncased,conll2003,ner,pre-trained,greedy-layer-pruning,pre-trained,f1,2,0.926,0.895,7,8
